symbol,volume_10m
SAPIENUSDT,27136.69833
SCRTUSDT,14716.8931
SCRUSDT,16139.572839999999
SEIUSDT,328443.0473
SENTUSDT,879152.72901
SFPUSDT,9342.6665
SHELLUSDT,20787.78535
SIGNUSDT,10691.115749999999
SIRENUSDT,3366.9914599999997
SKLUSDT,41283.4624
SKRUSDT,450812.695238
SKYAIUSDT,2657.85557
SKYUSDT,42615.68251
SLPUSDT,12027.0868679
SNXUSDT,167962.65029999998
SOLUSDT,43945371.3065
SOLVUSDT,5413.61076
SOMIUSDT,355126.1994
SONICUSDT,4891.991919
SOONUSDT,31266.6044
SOPHUSDT,119618.97134399999
SPACEUSDT,155502.169015
SPELLUSDT,12465.1164535
SPKUSDT,12462.627620000001
SPORTFUNUSDT,74092.11710999999
SPXUSDT,126940.6547
SQDUSDT,13694.891
SSVUSDT,20352.22491
STABLEUSDT,546023.310547
STBLUSDT,21270.086040000002
STEEMUSDT,16222.33066
STGUSDT,68442.8263
STORJUSDT,26655.028
STOUSDT,18516.029449999998
STRKUSDT,201284.84859
STXUSDT,96632.9544
SUIUSDT,2883416.52285
SUNUSDT,44666.642329
SUPERUSDT,86379.6381
SUSDT,93499.9134
SUSHIUSDT,59094.888100000004
SWARMSUSDT,57040.96934
SXTUSDT,30516.103479999998
SYNUSDT,136363.13684
SYRUPUSDT,87735.58693
SYSUSDT,8431.24908
TACUSDT,15259.686657
TAGUSDT,19869.489631700002
TAIKOUSDT,9338.9288
TAKEUSDT,7604.82521
TAOUSDT,769349.7133000001
TAUSDT,29433.6383
THETAUSDT,137761.81271
THEUSDT,27542.35546
TIAUSDT,437454.30580000003
TLMUSDT,21026.484193
TNSRUSDT,48260.476635
TONUSDT,259482.72506
TOSHIUSDT,27817.344691799997
TOWNSUSDT,15205.247041
TRADOORUSDT,23220.490999999998
TRBUSDT,126405.0797
TREEUSDT,45976.015
TRUMPUSDT,1161791.52298
TRUSTUSDT,21958.5755
TRUTHUSDT,23273.798824999998
TRUUSDT,14800.5974
TRXUSDT,342688.55356000003
TSTUSDT,9828.25603
TURBOUSDT,145939.0834624
TURTLEUSDT,14609.07044
TUSDT,28760.90374
TUTUSDT,17767.407590000003
TWTUSDT,84007.4096
UAIUSDT,423616.2752
UBUSDT,7131.97706
UMAUSDT,14997.500100000001
UNIUSDT,883636.89
USELESSUSDT,159904.07207
USTCUSDT,23686.98448
USUALUSDT,17442.68075
USUSDT,19701.514470000002
VANAUSDT,27324.2157
VANRYUSDT,25479.687546
VELODROMEUSDT,10189.95291
VELVETUSDT,5754.76636
VETUSDT,183435.271304
VFYUSDT,3628.28487
VICUSDT,13779.8164
VINEUSDT,18909.54143
VIRTUALUSDT,560389.91526
VTHOUSDT,8787.0863058
VVVUSDT,78430.64484
WALUSDT,103638.4519
WAXPUSDT,6978.828753
WCTUSDT,49825.68159
WETUSDT,139794.01309
WIFUSDT,1044871.5679200001
WLDUSDT,760544.4036
WLFIUSDT,790924.2534
WOOUSDT,23795.97487
WUSDT,97620.381512
XAIUSDT,21770.56374
XANUSDT,16204.94393
XLMUSDT,767665.50761
XMRUSDT,724351.91995
XNYUSDT,9562.844748
XPINUSDT,10145.767495
XPLUSDT,624077.6106
XRPUSDT,25608482.6937
XTZUSDT,120841.8696
XVGUSDT,60082.036208
XVSUSDT,37450.9796
YALAUSDT,15508.45017
YBUSDT,24566.0036
YFIUSDT,33004.085999999996
YGGUSDT,53857.425489999994
ZAMAUSDT,154110.5526
ZBTUSDT,54041.4249
ZECUSDT,4658338.763259999
ZENUSDT,273510.06810000003
ZEREBROUSDT,9151.99266
ZETAUSDT,20315.01511
ZILUSDT,56476.64674
ZKCUSDT,56340.114400000006
ZKJUSDT,4083.840504
ZKPUSDT,188675.64708
ZKUSDT,937024.46199
ZORAUSDT,1381175.278
ZROUSDT,409688.57504
ZRXUSDT,38774.21684
币安人生USDT,328578.62539
我踏马来了USDT,1859713.59426
